0.000000000000000000e+00,3.467570867766255560e+00,0.000000000000000000e+00,7.363383876519435489e+00,1.783067031188573992e+01,2.020830703473794188e+01,3.087310025969361504e+01,2.959036571152634565e+01,3.713135827435198166e+01,2.462648016170649612e+01,2.660277353047720794e+01,3.916658227078752930e+01,2.836508698000545792e+01,2.880251891635739980e+01,1.981417335772405863e+01,1.294590095316209499e+01,7.687726468277759295e+00,4.757373300962228768e+00,8.233566860258747511e-01,4.591787216549306549e+00,8.530928207399369967e+00,7.240406923897324987e+00,4.229361657121131657e+00,1.492972418559486414e+01,1.270917413366407800e+01,2.167622685263913240e+01,1.865421023816062984e+01,2.416543964528094079e+01,2.113083597639490563e+01,1.193181453661810565e+01,1.000000000000000000e+00
1.492658962204544082e+01,1.019137955614780822e+01,3.055836950065696556e+00,4.733665009616686348e+00,4.955583347715446507e+00,7.452153682488045661e+00,7.033764882944439023e+00,1.959413085489390483e+01,2.618784658148487665e+01,1.610459566505664952e+01,3.208184757756501426e+01,3.220802395025123133e+01,1.849784620781809963e+01,2.498417808627638692e+01,1.353008162314833385e+01,2.760857547388832245e+01,1.322798240939050629e+01,1.059186767877463353e+01,4.866593659364440327e+00,8.341785320812959981e-01,3.581536547959444761e+00,0.000000000000000000e+00,2.828741939671800765e+00,1.064775937221585878e+01,1.238098576201974765e+01,1.451409933624648829e+01,1.851134300526507559e+01,1.831301317874016377e+01,2.018798733052523176e+01,2.687091575491868412e+01,1.000000000000000000e+00
0.000000000000000000e+00,6.555504273853443920e+00,1.026587272629197400e+01,6.331656355288458826e+00,1.725176997055038441e+01,1.493365704003761607e+01,1.993473452364992227e+01,2.297873393077449578e+01,2.386400132387166195e+01,2.202419155365166148e+01,3.034520866900908231e+01,3.397161526222384964e+01,2.969472642117250416e+01,3.551884911169165093e+01,2.355276805235700976e+01,2.381325215450573296e+01,2.443086220048624568e+01,1.828025630203680407e+01,1.069707442917484741e+01,3.136533943043019690e+00,0.000000000000000000e+00,2.347472062649131885e+00,6.897256661971795211e+00,1.288498661780212728e+01,1.494284480800831716e+01,1.988157105463014318e+01,1.716659750393597506e+01,1.548826378848102081e+01,1.975646969604323999e+01,1.089561254474560315e+01,1.000000000000000000e+00
1.747524839377257422e+01,1.306314279234703690e+01,2.519741841585900488e+01,2.358109778060628514e+01,2.731073064678972173e+01,2.331473515863191892e+01,2.555743031781355512e+01,1.770579813402571290e+01,2.051684447651567211e+01,2.259445500853630051e+01,1.948484414258126662e+01,2.358444717317186701e+01,2.812703744789067173e+01,7.926845883467620979e+00,5.456281169378485174e-01,2.484180854301547470e+01,3.777964356858566930e+01,3.372844545992197141e+01,1.751577448607670817e+01,5.037019873049757734e+00,4.448239598496513736e+00,8.237919162434081954e-02,2.343103359253746021e+00,6.507405069089429617e+00,5.304081021191336731e+00,2.009629205570888644e-01,8.173342097655478256e+00,4.214939748711543643e+00,1.679970383478644180e+01,1.630270644288162885e+01,1.000000000000000000e+00
1.311096997800518693e+01,2.537074030841145600e+01,2.730277213828759386e+01,2.752221782667410821e+01,3.519314025301528659e+01,2.454073649980495020e+01,2.926586458580857197e+01,2.930649556269040090e+01,3.208079069537680539e+01,2.098663943321869851e+01,1.512516579784531245e+01,8.592400213520278385e+00,3.112842047368576459e+01,1.155322614721464447e+01,1.850249088509468720e+01,2.892576380802304925e+01,4.321050787440705676e+01,3.471890411862463566e+01,2.574350282268937917e+01,1.921041280671892082e+01,1.498591706468374696e+01,4.889438073827221842e+00,2.859491208991158828e+00,2.084458095462224492e+00,0.000000000000000000e+00,3.307673945352007649e-02,7.405562882061644814e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.526880136006525390e+00,1.000000000000000000e+00
1.467364606319569020e+01,2.016568927119459431e+01,1.352956526364002343e+01,9.230029520987642400e+00,9.458755879114050913e+00,8.841854825251857619e+00,8.011198987501956026e+00,8.988470541393581925e+00,8.111221478258556772e+00,1.448965421915559659e+01,2.144352738447528850e+01,3.243288810212879980e+01,2.542283835795402069e+01,3.109216456902223058e+01,2.773641016771642853e+01,4.150891680275086060e+01,3.762939836167325325e+01,2.558398767815012320e+01,2.626091005680683566e+01,1.301899812239267362e+01,4.442225564347040745e+00,5.630460538552767957e+00,4.276639110625154672e+00,8.917457413781050946e+00,2.052542104048001192e+00,8.942398533165260233e+00,1.609765368981214806e+00,6.005957158025296394e+00,1.209747162368378781e+01,1.492129957886919556e+01,1.000000000000000000e+00
1.834930119278772054e+01,1.554963168451308775e+01,1.592513203057498572e+01,1.712883784146029598e+01,2.372921648156565766e+01,2.682497843959458805e+01,1.839989133933147514e+01,1.852653143034095251e+01,2.095684372490495662e+01,2.848308265141363904e+01,1.619887921460065172e+01,2.206091375496251317e+01,3.346606057939254697e+01,2.039383875292188009e+01,1.461653122007956540e+01,3.266899326097177436e+01,2.581544640512169053e+01,1.907694057574732938e+01,1.411847064820960895e+01,1.018203320318536953e+01,6.812942677066445185e+00,3.572740964403919861e-01,3.331839629155467719e+00,5.012690101120767849e+00,1.202068188823091077e-01,0.000000000000000000e+00,8.837140674612271596e-01,7.405395773393081527e+00,8.214196834169825934e+00,1.957672032867810685e+01,1.000000000000000000e+00
2.006365217648399835e+01,2.262237745752128149e+01,2.095503446024207506e+01,1.596755082026336936e+01,2.133386975606470060e+01,2.222006431532301463e+01,1.303655497295866894e+01,1.842222844114110103e+01,2.658190624557482806e+01,2.194004050425169794e+01,2.045189744624488526e+01,1.889994325316618529e+01,2.744089741163162444e+01,2.438917844710297800e+01,3.595355545911192507e+01,3.881749740280471883e+01,2.809958322439914014e+01,1.595890265490493221e+01,1.189579746508832159e+01,9.702380943665758650e+00,5.796731663219844677e+00,3.855934288652633768e-01,5.817351939473667244e+00,6.616359364116789266e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.169935190142240344e+00,7.676293336067487871e+00,1.071448142579973251e+01,2.110262888593862840e+01,1.000000000000000000e+00
1.569960365539682812e+01,8.972596050114049149e+00,8.377953445308378377e+00,8.804159848017974355e+00,1.264881350334758281e+01,1.267930824369648235e+01,1.709663848133939723e+01,1.964551390409326359e+01,1.056393193630984229e+01,2.031409086632567096e+01,2.490757850555044683e+01,2.909120179256956362e+01,1.210844503994462684e+01,1.914148414730871650e+01,1.147535689284899263e+01,7.258532268347209992e+00,9.418493698699137440e-01,0.000000000000000000e+00,1.578445399438976438e+00,3.888079137965348764e+00,4.675548900636073313e+00,9.415198558617703384e-01,1.363092642315527314e+01,2.588559207836109977e+01,3.385440315120123955e+01,3.411866786737454049e+01,2.908362228064748933e+01,3.479070912400234761e+01,2.576820454678758665e+01,2.727822579154187110e+01,1.000000000000000000e+00
1.005966021534064225e+01,1.412625924606987837e+01,1.699971977126833167e+01,2.742998152171691117e+01,3.568716647138776921e+01,3.326529871884682166e+01,3.535660878812248598e+01,3.872090556933611083e+01,2.916627156613208172e+01,2.664303778807840217e+01,1.789189154994642195e+01,1.591902627297716322e+01,2.195407511380273036e+01,1.838355119914561442e+01,6.045542188489974933e+00,0.000000000000000000e+00,1.186873063786180182e+00,8.117192410929021662e+00,2.327217797439612923e+01,2.145585860020997870e+01,1.251116443902441233e+01,1.306852455288509418e+01,7.184715974271057348e+00,5.781658822879649051e+00,1.730650355485900604e+01,1.613018288920622467e+01,1.962514373106714061e+01,2.556344575601863767e+01,1.793844871877226410e+01,8.349265059020780200e+00,1.000000000000000000e+00
